ItemNum,ItemStem_Text,Answer__A,Answer__B,Answer__C,Answer__D,Answer__E,Answer__F,Answer__G,Answer__H,Answer__I,Answer__J,Answer_Key,Answer_Text,ItemType,EXAM,Difficulty,Response_Time
584,"A clinical trial is performed to assess the efficacy of aspirin in decreasing the risk for myocardial infarction. Twenty-two thousand male physicians with no history of coronary artery disease are randomly assigned to receive aspirin (325 mg/d) or a placebo. After following the subjects for 5 years, results show that the incidence of myocardial infarction is 1.2% in the aspirin group and 2.2% in the placebo group. The reduction in incidence is statistically significant. Which of the following is the most accurate interpretation of these results?",Absolute risk reduction is 1%,Absolute risk reduction is 10%,Number needed to treat is 4,Number needed to treat is 25,Relative risk reduction is 25%,Relative risk reduction is 75%,,,,,A,Absolute risk reduction is 1%,Text,STEP 2,0.24,115.8
98,"A 47-year-old woman with end-stage renal disease comes to the physician because of increased shortness of breath since her last hemodialysis 2 days ago. Her pulse is 88/min and regular, respirations are 26/min and slightly labored, and blood pressure is 176/110 mm Hg. Examination shows jugular venous distention and pitting edema below the knees. Diffuse crackles are heard. Cardiac examination shows no murmurs, rubs, or gallops. Laboratory studies show: Serum Ã‚Â Ã¢â‚¬Æ’Na+ 138 mEq/L Ã¢â‚¬Æ’ClÃ¢Ë†â€™ 100 mEq/L pH 7.30 Pco2 28 mm Hg Po2 88 mm Hg HCO3Ã¢Ë†â€™ 14 mEq/LArterial blood gas analysis on room air: Serum Ã‚Â Ã¢â‚¬Æ’Na+ 138 mEq/L Ã¢â‚¬Æ’ClÃ¢Ë†â€™ 100 mEq/L pH 7.30 Pco2 28 mm Hg Po2 88 mm Hg HCO3Ã¢Ë†â€™ 14 mEq/LWhich of the following is the most likely acid-base status of this patient?","Metabolic acidosis, respiratory compensation","Metabolic acidosis, uncompensated","Metabolic alkalosis, respiratory compensation","Metabolic alkalosis, uncompensated","Respiratory acidosis, renal compensation","Respiratory acidosis, uncompensated","Respiratory alkalosis, renal compensation","Respiratory alkalosis, uncompensated",Normal acid-base balance,,A,"Metabolic acidosis, respiratory compensation",Text,STEP 2,0.3,120.05
248,"A 23-year-old woman with bone marrow failure is treated with a large dose of rabbit antithymocyte globulin. Ten days later, she develops fever, lymphadenopathy, arthralgias, and erythema on her hands and feet. Which of the following is the most likely cause of these symptoms?",Cytokine secretion by natural killer cells,Eosinophil degranulation,Immune complex deposition in tissues,Polyclonal T-lymphocyte activation,Widespread apoptosis of B lymphocytes,,,,,,C,Immune complex deposition in tissues,Text,STEP 1,0.72,76.73
358,"Results of a study that examined the impact of risk factors on cardiovascular health are being evaluated. In the study, serum LDL-cholesterol (LDL) concentration is found to have a correlation of 0.6 with serum high-sensitivity C-reactive protein (hs-CRP) concentration. Which of the following statements best describes the relationship between LDL concentration and hs-CRP concentration based on this finding?",Higher LDL concentrations are associated with higher hs-CRP concentrations,Higher LDL concentrations are associated with lower hs-CRP concentrations,Higher LDL concentrations cause higher hs-CRP concentrations,Higher LDL concentrations cause lower hs-CRP concentrations,,,,,,,A,Higher LDL concentrations are associated with higher hs-CRP concentrations,Text,STEP 1,0.22,62.78
453,"A 34-year-old woman comes to the office because of a 3- to 4-week history of swelling of her legs and a 9-kg (20-lb) weight gain. Medical history is significant for sickle cell trait and mild anemia. She has been taking 800 mg of ibuprofen three times daily for Achilles tendinitis diagnosed 1Ã‚Â month ago. She has smoked five cigarettes daily for the past 15 years, and she drinks oneÃ‚Â to fiveÃ‚Â beers on weekends. She experimented with cocaine briefly 16Ã‚Â years ago, but she has never used intravenous drugs. She has been in a monogamous sexual relationship for the past 12Ã‚Â years. Today, vital signs are temperature 37.2Ã‚Â°CÃ‚Â (99.0Ã‚Â°F), pulse 88/min, respirations 16/min, and blood pressure 145/95Ã‚Â mmÃ‚Â Hg. Physical examination discloses periorbital edema but no jugular venous distention. Lungs are clear to auscultation. Cardiac examination discloses an S1 and S2 without murmurs or gallops. Abdominal examination discloses bulging flanks and shifting dullness to percussion. Examination of the lower extremities shows pitting edema from the mid thigh to the ankles bilaterally. Results of which of the following studies are most likely to be abnormal in this patient?",Echocardiography,HIV antibody study,Serum B-type natriuretic peptide concentration,Toxicology screening of the urine,Urine protein concentration,,,,,,E,Urine protein concentration,Text,STEP 3,0.12,88.43
177,"A 67-year-old man is brought to the emergency department because of a 1-week history of nausea, generalized weakness, and malaise. He has congestive heart failure, hypertension, and coronary artery disease. Current medications include lisinopril, digoxin, isosorbide, spironolactone, and metoprolol. His temperature is 37.2Ã‚Â°C (99Ã‚Â°F), pulse is 88/min, and blood pressure is 140/90 mm Hg. Examination shows a soft abdomen. There is 2+ edema in the lower extremities. Laboratory studies show: Hematocrit 36% Leukocyte count 10,000/mm3 Serum Ã‚Â Ã¢â‚¬Æ’Na+ 140 mEq/L Ã¢â‚¬Æ’K+ 7.3 mEq/L Ã¢â‚¬Æ’HCO3Ã¢Ë†â€™ 18 mEq/L Ã¢â‚¬Æ’Urea nitrogen 40 mg/dL Ã¢â‚¬Æ’Creatinine 1.8 mg/dL Ã¢â‚¬Æ’AST 20 U/LUrinalysis shows no abnormalities. Which of the following is the most likely explanation for this patient's hyperkalemia?",Adverse effect of medications,Laboratory error,Metabolic acidosis,Renal failure,Rhabdomyolysis,,,,,,A,Adverse effect of medications,Text,STEP 2,0.62,111.73
198,"A 52-year-old woman comes to the physician for a follow-up examination. She received the diagnosis of hypertension 3 weeks ago, and lisinopril therapy was begun at that time. She has had a constant, nonproductive, hacking cough for 2 weeks but has not had any other problems. She has no history of serious illness and takes no other medications. She does not smoke. She drinks one to two glasses of wine daily. She does aerobic exercise for 30 minutes four to five times weekly. Her blood pressure has decreased from 164/92 mm Hg 3 weeks ago to 140/84 mm Hg today. Lungs are clear to auscultation. Which of the following is the most appropriate next step in management of this patient's cough?",Pulmonary function tests,CT scan of the chest,Course of prednisone,Discontinuation of lisinopril,Use of a cough suppressant,No change in management is indicated at this time,,,,,D,Discontinuation of lisinopril,Text,STEP 2,0.1,47.59
281,"A 46-year-old woman comes to the office because of a 4-month history of irregular vaginal bleeding that occurs every 2 weeks and lasts 3 to 5 days. Until 5 months ago when she missed a period, her periods had occurred at regular 30-day intervals and lasted for 5 days. She has not had vaginal pain or discharge, headache, dizziness, chest pain, or shortness of breath. Medical history is unremarkable. She takes no medications. Vital signs are temperature 37.0Ã‚Â°C (98.6Ã‚Â°F), pulse 80/min, respirations 16/min, and blood pressure 120/60 mm Hg. Pelvic examination discloses normal external female genitalia. There is a small amount of blood in the cervical os. Uterus is 10 cm, mobile, anteverted, nontender, and irregular in shape. Adnexa are without masses or tenderness. Hemoglobin concentration is 10.2 g/dL. Which of the following is the most appropriate next step in evaluation?",Determination of serum thyroid-stimulating hormone and prolactin concentrations,CT scan of the pelvis,Endometrial biopsy,Hysteroscopy with dilatation and curettage,Trial of hormone replacement therapy,,,,,,C,Endometrial biopsy,Text,STEP 3,0.88,97.36
420,"A 17-year-old girl is brought to the emergency department 30 minutes after her boyfriend found her unconscious next to an empty bottle of acetaminophen. It is suspected that she ingested the tablets approximately 12 hours ago. Her serum acetaminophen concentration is markedly increased. Treatment with activated charcoal and acetylcysteine is initiated. Approximately 48 hours later, the patient develops jaundice, and her serum AST activity is 3000 U/L. Which of the following best explains the jaundice in this patient?",Activation of biliverdin reductase,Decreased bilirubin conjugation,Decreased generation of urobilinogen,Increased hemolysis,Increased serum glutathione concentration,,,,,,B,Decreased bilirubin conjugation,Text,STEP 1,0.46,81.5
50,"A 16-year-old boy is admitted to the emergency department because of a knife wound to the left side of his chest. An x-ray of the chest shows an air-fluid level in the left side of the chest, partial collapse of the left lung, and elevation of the stomach bubble. The mediastinum is in the midline. Which of the following is the most likely diagnosis?","Hemopneumothorax, not under tension","Hemothorax, not under tension","Pneumothorax, not under tension",Tension hemopneumothorax,Tension hemothorax,Tension pneumothorax,,,,,A,"Hemopneumothorax, not under tension",Text,STEP 1,0.84,91.56
366,"A 45-year-old man comes to the physician because of a 10-year history of heartburn that occurs after he eats late at night or consumes spicy food. He has had no weight loss or difficulty swallowing. He takes over-the-counter antacids as needed, but they relieve his discomfort only temporarily. Physical examination shows no abnormalities. An endoscopy is done. The distal esophagus is shown in the photograph. Which of the following is the most likely cause of this patient's symptoms?",Defect in secretin production,Excessive gastrin production,Excessive transient lower esophageal relaxations,Failure of primary esophageal peristalsis,Failure of saliva production,,,,,,C,Excessive transient lower esophageal relaxations,PIX,STEP 1,0.24,66.64
206,"A 44-year-old man comes to the office because of a 3-day history of sore throat, nonproductive cough, runny nose, and frontal headache. He says the headache is worse in the morning and ibuprofen does provide some relief. He has not had shortness of breath. Medical history is unremarkable. He takes no medications other than the ibuprofen for pain. Vital signs are temperature 37.4Ã‚Â°C (99.4Ã‚Â°F), pulse 88/min, respirations 18/min, and blood pressure 120/84 mm Hg. Examination of the nares shows erythematous mucous membranes. Examination of the throat shows erythema and follicular lymphoid hyperplasia on the posterior oropharynx. There is no palpable cervical adenopathy. Lungs are clear to auscultation. Which of the following is the most likely cause of this patient's symptoms?",Allergic rhinitis,Epstein-Barr virus,Mycoplasma pneumoniae,Rhinovirus,Streptococcus pyogenes,,,,,,D,Rhinovirus,Text,STEP 3,0.66,88.38
408,"In determining the usefulness of a D-dimer assay in ruling out pulmonary embolism as a diagnosis in a 27-year-old woman with pleuritic chest pain and nonproductive cough, a recent study in the medical literature is reviewed. The study evaluates the use of D-dimer assay in 1500Ã‚Â patients (705Ã‚Â female and 795Ã‚Â male) ranging in age from 19Ã‚Â years to 57Ã‚Â years (mean age is 36Ã‚Â years), whose examining physicians had a low clinical suspicion that the patients had pulmonary embolism. All patients in the study underwent a D-dimer assay, followed by CT angiography of the chest to confirm or exclude the diagnosis of pulmonary embolism. Study results are shown: D-Dimer CT Angiography Positive CT Angiography Negative Total Positive 88 312 400 Negative 0 1100 1100 Total 88 1412 1500Which of the following is the most appropriate conclusion about this data in regard to patients with low clinical suspicion for pulmonary embolism?",D-Dimer assay results should be used to determine the need for ordering CT angiography for patients suspected of having a pulmonary embolism,False-negative D-dimer assay results are common in patients with confirmed pulmonary embolism,False-positive D-dimer assay results are rarely encountered,A negative D-dimer assay has a high negative predictive value for excluding the diagnosis of pulmonary embolism,A positive D-Dimer assay has a high positive predictive value for diagnosing pulmonary embolism,,,,,,D,A negative D-dimer assay has a high negative predictive value for excluding the diagnosis of pulmonary embolism,Text,STEP 3,0.12,132.26
321,A 26-year-old woman is brought to the emergency department because of an 8-hour history of severe back and abdominal pain and mild but persistent vaginal bleeding. Ultrasonography of the abdomen shows a 2-cm ectopic pregnancy in the ampulla. The ampulla has ruptured into the surrounding tissue. Fluid from this rupture will most likely be found in which of the following locations?,Lesser peritoneal cavity,Mesometrium,Pouch of Douglas,Uterine cavity,Vagina,,,,,,C,Pouch of Douglas,Text,STEP 1,0.82,59.44
644,"A 23-year-old woman who is an active-duty enlisted airman in the US Air Force comes to the base clinic because of a 4-week history of an itchy sensation in her right ear. She has not had ringing in her ears or hearing loss. She works as a fuel specialist and at first attributed her symptom to the earplugs she uses when she is on the flight line. The symptom has not improved despite the patient's wearing headphones instead of the earplugs during the past 2Ã‚Â weeks. She has no history of serious illness and takes no medications. Vital signs are within normal limits. During examination, pulling of the right pinna inferiorly to examine the ear canal produces pain. The right ear canal appears erythematous and edematous. The tympanic membrane cannot be fully visualized because of the presence of cerumen. Examination of the left ear shows no abnormalities. Which of the following is the most likely diagnosis?",Cerumen impaction,Ear canal trauma,Otitis externa,Polychondritis,Seborrheic dermatitis,,,,,,C,Otitis externa,Text,STEP 2,0.22,64.71
142,"A 59-year-old woman is admitted directly from the office to the hospital by her primary care physician immediately after abnormal laboratory findings were noted during evaluation of a 2-day history of nausea and a 7-day history of knee pain. She fell and injured her right knee while gardening 1 week ago, and the knee has ached all week. The pain has not responded to a variety of over-the-counter analgesics, all of which contain ibuprofen. She takes hydrochlorothiazide daily for mild hypertension and is otherwise healthy. Vital signs on admission are temperature 37.0Ã‚Â°C (98.6Ã‚Â°F), pulse 80/min, respirations 12/min, and blood pressure 120/80 mm Hg. Physical examination shows a resolving ecchymosis and mild tenderness over the right patella; the remainder of the examination is noncontributory. Results of laboratory studies are shown: Serum Ã‚Â Blood Ã‚Â Ã¢â‚¬Æ’Urea nitrogen 43 mg/dL Ã¢â‚¬Æ’Glucose 89 mg/dL Ã¢â‚¬Æ’Creatinine 2.9 mg/dL Ã‚Â Ã‚Â Ã¢â‚¬Æ’Calcium 8.8 mg/dL Ã‚Â Ã‚Â Ã¢â‚¬Æ’Na+ 104 mEq/L Ã‚Â Ã‚Â Ã¢â‚¬Æ’K+ 5.3 mEq/L Ã‚Â Ã‚Â Ã¢â‚¬Æ’ClÃ¢Ë†â€™ 81 mEq/L Ã‚Â Ã‚Â Ã¢â‚¬Æ’HCO3Ã¢Ë†â€™ 14 mEq/L Ã‚Â Ã‚Â Ã¢â‚¬Æ’Magnesium 1.9 mg/dL Ã‚Â Ã‚Â Ã¢â‚¬Æ’Phosphorus 5 mg/dL Ã‚Â Ã‚Â Ã¢â‚¬Æ’Albumin 4.0 g/dL Ã‚Â Ã‚Â ECG shows no abnormalities. Which of the following complications is this patient most likely to develop within 6 hours of admission?",Atrioventricular nodal reentrant tachycardia,Pancreatitis,Pulmonary edema,Seizures,Ventricular tachycardia (torsades de pointes),,,,,,D,Seizures,Text,STEP 3,0.44,115.28
156,"A 72-year-old woman with advanced ovarian cancer metastatic to the liver is brought to the physician by her son because she cries all the time and will not get out of bed. On a 10-point scale, she rates the pain as a 1 to 2. She also has hypertension and major depressive disorder. She has received chemotherapy for 2 years. Current medications also include oxycodone (10 mg twice daily), hydrochlorothiazide (25 mg/d), and fluoxetine (20 mg/d). She is 165 cm (5 ft 5 in) tall and weighs 66 kg (145 lb); BMI is 24 kg/m2. Her temperature is 37Ã‚Â°C (98.6Ã‚Â°F), pulse is 110/min, respirations are 12/min, and blood pressure is 120/80 mm Hg. Examination shows a firm, distended abdomen with moderate tenderness over the liver. On mental status examination, she is oriented to person, place, and time. She has good eye contact but appears sad and cries easily. Which of the following is the most appropriate next step in management?",Reassurance,Assess for suicidal ideation,Begin dextroamphetamine therapy,Increase oxycodone dosage,Restart chemotherapy,,,,,,B,Assess for suicidal ideation,Text,STEP 2,0.08,64.66
162,"A 57-year-old woman is brought to the emergency department 45 minutes after she fell after an episode of light-headedness. She has a 6-month history of progressive fatigue, tingling sensations in her fingers and toes, and loss of balance. She underwent a partial gastrectomy for peptic ulcer disease 10 years ago. She has type 2 diabetes mellitus. She has smoked one pack of cigarettes daily for 40 years. Her only medication is insulin. She appears pale. Her temperature is 37Ã‚Â°C (98.6Ã‚Â°F), pulse is 105/min, respirations are 20/min, and blood pressure is 124/76 mm Hg. The abdomen is soft with a well-healed surgical scar. Sensation to vibration and position is absent over the upper and lower extremities. She has a broad-based gait. Laboratory studies show: Hemoglobin 8.3 g/dL Mean corpuscular volume 105 ÃŽÂ¼m3 Leukocyte count 4800/mm3 Platelet count 100,000/mm3 Serum Ã¢â‚¬Æ’Bilirubin, total 2.1 mg/dL Ã¢â‚¬Æ’Ã¢â‚¬Æ’Direct 0.2 mg/dL Ã¢â‚¬Æ’Lactate dehydrogenase 320 U/LWhich of the following is the most likely explanation for these findings?",Amyotrophic lateral sclerosis,Diabetes mellitus,History of gastrectomy,Meniere disease,Multiple sclerosis,Vertebrobasilar deficiency,,,,,C,History of gastrectomy,Text,STEP 2,0.1,80.5
640,"A 76-year-old woman, who is receiving home hospice care because of end-stage metastatic lung cancer diagnosed 1Ã‚Â month ago, is examined at home at the request of her family because of a 3-hour history of labored breathing despite receiving 100%Ã‚Â oxygen at 5Ã‚Â L/min via face mask. Pulse is 92/min, respirations are 18/min, and blood pressure is 105/62Ã‚Â mmÃ‚Â Hg. Pulse oximetry on 100% oxygen via face mask shows an oxygen saturation of 85%. The patient appears cachectic and is in mild distress, showing increased work of breathing with prominent sternocleidomastoid muscles and intermittent agonal respirations. Which of the following is the most appropriate next step in management?",Administer intravenous morphine,Admit the patient to the hospital for further evaluation,Initiate a propofol infusion,Transition the patient to noninvasive positive pressure ventilation,No further action is indicated,,,,,,A,Administer intravenous morphine,Text,STEP 2,0.92,81.33
44,"Serum LDL-cholesterol concentrations are measured in blood samples collected from 25 healthy volunteers. The data follow a normal distribution. The mean and standard deviation for this group are 130 mg/dL and 25 mg/dL, respectively. The standard error of the mean is 5.0. With a 95% confidence level, the true mean for the population from which this sample was drawn falls within which of the following ranges (in mg/dL)?",105-155,120-140,125-135,128-132,129-131,,,,,,B,120-140,Text,STEP 1,0.86,135.3
446,"A 22-year-old man comes to the emergency department because of a 4Ã¢â‚¬â€˜day history of cough productive of green sputum as well as fever, chills, and rigors. He also has had a 3Ã¢â‚¬â€˜day history of progressive shortness of breath; he now has shortness of breath at rest. He was evaluated in an urgent care center 1 day ago and was prescribed azithromycin, but his symptoms have worsened. He is using accessory muscles of respiration. He is diaphoretic and is able to give only one- to two-word answers to questions. Vital signs are temperature 39.1Ã‚Â°C (102.3Ã‚Â°F), pulse 138/min, respirations 40/min, and blood pressure 103/56 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 80%, and 100% oxygen is administered via nonrebreather face mask. Skin is mottled and there is cyanosis of the fingers and toes. Pupils measure 4 mm in diameter and are reactive to light. Mucous membranes are dry. Auscultation of the lungs discloses bilateral crackles. The remainder of the physical examination discloses no abnormalities. Laboratory studies are ordered; results of arterial blood gas analysis on 100% oxygen via nonrebreather face mask are shown: Po2 50 mm Hg Pco2 44 mm Hg pH 7.34 Oxygen saturation 85%Chest x-ray shows bilateral infiltrates with a normal cardiac silhouette and no effusions. Which of the following is the most likely underlying cause of this patient's condition?",Abnormalities of diffusion of oxygen,Hypoventilation,Obstructive lung disease,Ventilation-perfusion mismatch and shunt,,,,,,,D,Ventilation-perfusion mismatch and shunt,Text,STEP 3,0.94,77.1
305,"A 23-year-old woman is brought to the emergency department by her friend because of headache, vomiting, and diarrhea that developed rapidly 6 hours ago. She also has had associated fever, chills, generalized muscle pain, and diffuse rash. The patient previously was healthy and has had no known exposure to anyone who has been ill. Medical history is unremarkable and her only medication is an oral contraceptive. She is currently menstruating. She does not smoke cigarettes or use illicit drugs. She drinks one to two alcoholic beverages weekly. She is disoriented to person, place, and time. Vital signs are temperature 39.2Ã‚Â°C (102.6Ã‚Â°F), pulse 114/min, respirations 26/min, and blood pressure 82/44 mm Hg. Pulse oximetry on oxygen at 2 L/min via nasal cannula shows an oxygen saturation of 90%. Examination of the skin shows diffuse macular erythema. Lungs are clear to auscultation. Cardiac examination discloses normal heart sounds and no murmur. Bowel sounds are hypoactive. Results of laboratory studies are shown: Serum Blood Ã¢â‚¬Æ’ALT 164 U/L Ã¢â‚¬Æ’Hemoglobin 16.4 g/dL Ã¢â‚¬Æ’AST 130 U/L Ã¢â‚¬Æ’WBC 14,300/mm3 with left shift Ã¢â‚¬Æ’Urea nitrogen 57 mg/dL Ã¢â‚¬Æ’Platelet count 52,000/mm3 Ã¢â‚¬Æ’Creatinine 2.2 mg/dLA response to which of the following is the most likely cause of this patient's condition?",Bacterial endotoxin,Bacterial exotoxin,Immunoglobulin E antibody,Immunoglobulin G antibody,Viral capsid,Viral coat,,,,,B,Bacterial exotoxin,Text,STEP 3,0.9,98.52
273,"A 42-year-old woman comes to the physician for a routine examination. She says that she has felt well except for occasional episodes of constipation, abdominal discomfort, and mild fatigue. She was treated for a renal calculus 10 years ago and was told she had a ""lazy gallbladder."" Her pulse is 82/min, and blood pressure is 150/80 mm Hg. Physical examination shows no other abnormalities. Laboratory studies show: Erythrocyte count 3 million/mm3 Serum Ã‚Â Ã¢â‚¬Æ’K+ 4.5 mEq/L Ã¢â‚¬Æ’ClÃ¢â‚¬â€œ 107 mEq/L Ã¢â‚¬Æ’Ca2+ 12 mg/dL Ã¢â‚¬Æ’Phosphorus 2.2 mg/dL Ã¢â‚¬Æ’Alkaline phosphatase 95 U/LThe most likely cause of this patient's condition is a small, well-defined nodule in which of the following locations?",Adrenal gland,Anterior pituitary gland,Gallbladder,Kidney,Parathyroid gland,Thymus,,,,,E,Parathyroid gland,Text,STEP 1,0.24,157.58
355,"A 5-week-old infant is brought to the office by his mother for an initial well-child visit. He was born at 37Ã‚Â weeks' gestation via cesarean delivery because of chorioamnionitis. The infant had fetal distress that was documented by fetal monitoring during labor. The mother became jaundiced in the immediate postpartum period and was found to have hepatitisÃ‚Â C (HCV) and HIV infection. She is unaware of her hepatitisÃ‚Â B (HBV) status but knows that her son received the hepatitisÃ‚Â B vaccination on the second day of life. The infant's weight today is 3912Ã‚Â g (8Ã‚Â lbÃ‚Â 10Ã‚Â oz); physical examination shows no abnormalities. The mother wants to know what chance her child has of having contracted HIV or HCV infection from her. The risk for vertical transmission of HIV is approximately 20%. The mother is advised and appropriate management is planned for the infant regarding HIV. To determine the risk of HCV transmission, a recently published study of risk factors for perinatal transmission of HCV in 155Ã‚Â mothers coinfected with HIV and HCV is reviewed. Results of the study are shown: Association of Gestational and Infant Factors With Mother-to-Infant HCV Transmission 155 Mothers with HIV and HCV Infection Factor HCV Transmission, % RR 95% CI p Value Gestational Age Ã‚Â Ã‚Â Ã‚Â Ã‚Â Ã¢â‚¬Æ’<37 weeks 8.4 1.0 Ã¢â‚¬â€ Ã‚Â Ã¢â‚¬Æ’Ã¢â€°Â¥37 weeks 8.3 0.99 0.32 to 3.06 0.99 Cesarean Delivery Ã‚Â Ã‚Â Ã‚Â Ã‚Â Ã¢â‚¬Æ’No 6.0 1.0 Ã¢â‚¬â€ Ã‚Â Ã¢â‚¬Æ’Yes 13.3 2.21 0.69 to 7.06 0.24 Chorioamnionitis Ã‚Â Ã‚Â Ã‚Â Ã‚Â Ã¢â‚¬Æ’No 7.0 1.0 Ã¢â‚¬â€ Ã‚Â Ã¢â‚¬Æ’Yes 33.3 4.77 0.86 to 26.3 0.21 Use of Fetal Electrode Ã‚Â Ã‚Â Ã‚Â Ã‚Â Ã¢â‚¬Æ’No 7.0 1.0 Ã¢â‚¬â€ Ã‚Â Ã¢â‚¬Æ’Yes 3.3 0.66 0.09 to 4.89 0.99 Infant HIV-infected Ã‚Â Ã‚Â Ã‚Â Ã‚Â Ã¢â‚¬Æ’No 5.4 1.0 Ã¢â‚¬â€ Ã‚Â Ã¢â‚¬Æ’Yes 17.1 3.19 1.14 to 8.93 0.04 RR=relative risk; CI=confidence intervalBased on these data, which of the following is the most appropriate conclusion regarding the five potential risk factors for transmission of HCV?",All factors appeared to have an effect on HCV transmission,Fetal electrode monitoring was protective against HCV,Infant HIV infection was the only significantly associated factor,Maternal chorioamnionitis was the most significantly associated factor,No factor was significantly associated,,,,,,C,Infant HIV infection was the only significantly associated factor,Text,STEP 3,0.1,92.49
63,"A 14-year-old girl has had nausea, intermittent diarrhea, and a 2.2-kg (5-lb) weight loss over the past 4 weeks. Examination shows a migrating serpiginous pruritic perianal rash. Her leukocyte count is 8000/mm3 with 20% eosinophils. Which of the following tests is most likely to yield an accurate diagnosis?",Blood smear,Bone marrow biopsy,KOH preparation,Microscopic examination of the stool,Skin snip,,,,,,D,Microscopic examination of the stool,Text,STEP 1,0.38,69.67
2,"An obese 33-year-old woman has had four 12-hour episodes of severe, sharp, penetrating pain in the right upper quadrant of the abdomen associated with vomiting but no fever. She has no diarrhea, dysuria, or jaundice and is asymptomatic between episodes. There is slight tenderness to deep palpation in the right upper quadrant. Which of the following is the most appropriate next step in diagnosis?",Supine and erect x-rays of the abdomen,Upper gastrointestinal series,Ultrasonography of the upper abdomen,CT scan of the abdomen,HIDA scan of the biliary tract,,,,,,C,Ultrasonography of the upper abdomen,Text,STEP 2,0.26,51.16
461,"A male neonate, who was born at 36 weeks' gestation 2Ã‚Â hours ago in the labor and delivery unit of the hospital, now shows signs of respiratory difficulty. The mother, an 18-year-old primigravid woman, smoked one pack of cigarettes daily throughout her pregnancy. She received prenatal care during most of the pregnancy. One episode of chlamydial cervicitis was detected during the last trimester and treated with azithromycin. The neonate was born via cesarean delivery due to fetal heart rate decelerations. The amniotic fluid was stained with light particulate meconium. Apgar scores were 9Ã‚Â and 9Ã‚Â at 1Ã‚Â and 5Ã‚Â minutes, respectively. The patient is 50Ã‚Â cm (20Ã‚Â in; 50thÃ‚Â percentile) long and weighs 3005Ã‚Â g (6Ã‚Â lbÃ‚Â 10Ã‚Â oz; 50thÃ‚Â percentile); head circumference is 35Ã‚Â cm (14Ã‚Â in; 50thÃ‚Â percentile). The infant's vital signs now are temperature 36.6Ã‚Â°C (97.8Ã‚Â°F), pulse 150/min, and respirations 70/min. Pulse oximetry on room air shows an oxygen saturation of 95%. Physical examination discloses mild subcostal and intercostal retractions. Chest x-ray shows prominent pulmonary vascular markings and fluid in the intralobar fissures. Which of the following is the most likely diagnosis?",Chlamydial pneumonia,Group B streptococcal sepsis,Meconium aspiration syndrome,Respiratory distress syndrome,Transient tachypnea of newborn,,,,,,E,Transient tachypnea of newborn,Text,STEP 3,1.32,89.05
369,"A previously healthy 57-year-old woman comes to the physician because of a 2-month history of mild right lower abdominal pain and generalized fatigue. Her only medication is a daily multivitamin. Her father received the diagnosis of prostate cancer at the age of 70 years. The patient is 160 cm (5 ft 3 in) tall and weighs 58 kg (128 lb); BMI is 23 kg/m2. Temperature is 37.0Ã‚Â°C (98.6Ã‚Â°F), pulse is 98/min, respirations are 14/min, and blood pressure is 110/84 mm Hg. Abdominal examination shows no abnormalities. Test of the stool for occult blood is positive. Hemoglobin concentration is 9 g/dL and hematocrit is 27%. Colonoscopic findings are shown. A biopsy specimen of the mass in the ascending colon shows a moderately differentiated adenocarcinoma. Which of the following is the most appropriate next step in management?",Chemotherapy only,Radiation therapy only,Chemotherapy and radiation therapy,Colonoscopic excision of the mass,Right hemicolectomy,,,,,,E,Right hemicolectomy,PIX,STEP 2,0.46,80.45
368,"A 52-year-old man comes to the emergency department because of increasingly severe pain and swelling of his right foot since he tripped over a rug 2 days ago; he did not fall. The next morning, he had redness and dull pain of the foot. He has type 2 diabetes mellitus and hypertension. Medications are insulin, metoprolol, and enalapril. He is 168 cm (5 ft 6 in) tall and weighs 118 kg (260 lb); BMI is 42 kg/m2. Temperature is 37.2Ã‚Â°C (99.0Ã‚Â°F), pulse is 90/min, respirations are 15/min, and blood pressure is 145/90 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 98%. The skin over the lower extremities is intact. Dorsalis pedis pulses are 1+ bilaterally. Homans sign is negative bilaterally. The right foot and ankle are warm and edematous; there is rubor that decreases with elevation of the extremity. The right midfoot is tender to palpation. Motor examination of the lower extremities shows no abnormalities. Semmes-Weinstein 5.07 monofilament testing shows decreased sensation over both feet. An x-ray of the right foot is shown. Which of the following is the most appropriate next step in management?",Measurement of serum uric acid concentration,Venous duplex ultrasonography of the right lower extremity,Intravenous vancomycin therapy,Immobilization of the right foot in a posterior splint,Surgical reconstruction of the right foot,,,,,,D,Immobilization of the right foot in a posterior splint,PIX,STEP 2,0.92,133.14
89,"A study is designed to evaluate the feasibility of acupuncture in children with chronic headaches. Sixty children with chronic headaches are recruited for the study. In addition to their usual therapy, all children are treated with acupuncture three times a week for 2 months. Which of the following best describes this study design?",Case-control,Case series,Crossover,Cross-sectional,Historical cohort,Randomized clinical trial,,,,,B,Case series,Text,STEP 1,0.84,79.34
